,Article Link,Canonical Name
286,http://www.forbes.com/forbes/welcome/?toURL=http://www.forbes.com/sites/josephsteinberg/2014/12/11/massive-security-breach-at-sony-heres-what-you-need-to-know/&refURL=https://www.google.com/&referrer=https://www.google.com/,Sony Hack
287,fortune.com/2016/08/19/eddie-bauer-data-breach/,Eddie Bauer Credit Card Hack
288,https://en.wikipedia.org/wiki/Sony_Pictures_Entertainment_hack,Sony Hack
290,http://www.traublieberman.com/news/2014/0103/3212/,
291,http://news.filehippo.com/2016/03/snapchat-breach-and-the-biggest-security-flaw-ever/,Snapchat Photos Leak
292,target,Target Hack
293,http://www.bbc.com/news/technology-36320322,
294,www.forbes.com/sites/quora/2015/12/.../the-top-10-security-breaches-of-2015/,Generic Corporate Breaches
295,http://www.cnn.com/2015/03/10/politics/state-department-hack-worst-ever/,Clinton Email Server
296,"target, had cc stolen",Target Hack
297,I am not going to the internet to find a link for a survey.  It was that democrat convention email leak thing.,DNC Email Leak
299,http://wlos.com/news/local/following-wendys-data-breach-customers-who-visited-wnc-locations-may-be-affected,Wendy's Credit Card Hack
300,http://www.reuters.com/article/us-target-breach-idUSBRE9BH1GX20131219,Target Hack
301,https://wikileaks.org/dnc-emails/,DNC Email Leak
302,http://www.bloomberg.com/news/articles/2014-10-10/sears-s-kmart-says-hackers-stole-payment-card-data-in-attack,Kmart Credit Card Hack
303,https://en.wikipedia.org/wiki/Ashley_Madison_data_breach,Ashley Madison Hack
305,https://www.wired.com/2016/07/heres-know-russia-dnc-hack/,DNC Email Leak
306,The Target Case,Target Hack
307,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwjB54enrfrKAhVE1x4KHfL4AE0QFggcMAA&url=http%3A%2F%2Fwww.forbes.com%2Fsites%2Fgreatspeculations%2F2015%2F03%2F30%2Fhome-depot-will-the-impact-of-the-data-breach-be-significant%2F&usg=AFQjCNEKz7LBv4EmTAQ8RQo-_cOIELChGA&sig2=PhILHWYVRpXV16BBxEh6nQ,Home Depot Hack
308,When someone hacked Target database,Target Hack
309,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwjs1L6wrfrKAhVS2WMKHTWlC6QQFggdMAA&url=http%3A%2F%2Fglenngreenwald.net%2F&usg=AFQjCNFtIoprxiEpyBeMV0i7xrIOaRtZVg&sig2=YaF2gB7pr0Hnd6btnXzOuw,Snowden
310,http://www.dailydot.com/politics/invest-bank-hacker-buba/,
311,http://www.forbes.com/forbes/welcome/,
312,http://krebsonsecurity.com/2016/01/wendys-probes-reports-of-credit-card-breach/,Wendy's Credit Card Hack
313,https://en.wikipedia.org/wiki/Ashley_Madison_data_breach,Ashley Madison Hack
314,http://www.cnbc.com/2015/10/03/t-mobile-us-incredibly-angry-at-experian-over-data-breach.html,Tmobile / Experian Breach
315,http://www.educationnews.org/parenting/vtech-cyber-attack-exposes-data-of-over-6-million-families/,Vtech Children Hack
316,http://www.wired.com/2015/08/happened-hackers-posted-stolen-ashley-madison-data/,Ashley Madison Hack
317,http://www.reuters.com/article/net-us-facebook-security-idUSBRE95K18Y20130621,Facebook Contact Data Leak
318,https://en.wikipedia.org/wiki/2014_JPMorgan_Chase_data_breach,JPMorgan Hack
319,http://money.cnn.com/2015/03/19/technology/security/target-data-hack-settlement/,Target Hack
320,http://www.nbcnews.com/tech/security/opm-hack-government-finally-starts-notifying-21-5-million-victims-n437126,
321,http://www.wired.com/2015/08/happened-hackers-posted-stolen-ashley-madison-data/,Ashley Madison Hack
322,http://www.theguardian.com/us-news/2016/feb/07/leaked-police-files-contain-guarantees-disciplinary-records-will-be-kept-secret,
323,http://money.cnn.com/2015/03/19/technology/security/target-data-hack-settlement/index.html,Target Hack
324,http://www.csoonline.com/article/2991557/loss-prevention/consumer-alert-debit-card-fraud-at-walmart-discovered-in-16-states.html,Walmart Credit Card Fraud
325,The last one I recall was Targets credit card database being hacked.,Target Hack
326,http://www.wired.com/2015/08/happened-hackers-posted-stolen-ashley-madison-data/,Ashley Madison Hack
327,sony network,Sony Hack
328,http://www.theguardian.com/technology/2015/nov/06/anonymous-ku-klux-klan-name-leak,Anonymous KKK Leak
329,http://fortune.com/2016/02/10/irs-hack-refunds/,IRS Identity Theft
331,www.usatoday.com/story/news/nation.../sony.../20601645/ USA Today,Sony Hack
333,http://www.t-mobile.com/landing/experian-data-breach.html,TMobile / Experian Breach
334,http://www.dailymail.co.uk/news/article-2888339/Hackers-release-cache-13-000-passwords-credit-cards-Playstation-Xbox-Amazon-users.html,Playstation / Xbox / Amazon Credit Cards & Passwords Breach
335,http://www.reuters.com/article/us-cybersecurity-usa-idUSKBN0OK2IK20150605,U.S. Gov't Hack
336,http://www.techweekeurope.co.uk/security/ashley-madison-blackmailed-182590,Ashley Madison Hack
337,http://www.dataprotectionreport.com/2015/12/major-cybersecurity-breach-hits-hong-kong-company/,VTech Children Hack
338,http://www.wsj.com/articles/SB10001424052702304773104579266743230242538,Target Hack
339,http://www.forbes.com/sites/ericbasu/2015/10/26/cybersecurity-lessons-learned-from-the-ashley-madison-hack/,Ashley Madison Hack
340,http://www.crn.com/news/security/300076898/carefirst-breach-highlights-continued-challenges-in-health-care-security.htm,
341,http://www.ft.com/cms/s/2/f3cbda3e-a027-11e5-8613-08e211ea5317.html#axzz3v2Og3A3S,
342,http://www.bbc.com/news/technology-34944140,
343,http://krebsonsecurity.com/2015/12/13-million-mackeeper-users-exposed/,MacKeeper Hack
344,https://www.bostonglobe.com/business/2014/08/22/cyberattack-that-hit-target-affecting-businesses/AmsccErTlI4vLhQpUfSorL/story.html,Target Hack
345,http://news.yahoo.com/anonymous-launches-trollingday-against-islamic-state-175414789.html;_ylt=AwrC0wz9NXpW6n4AT33QtDMD;_ylu=X3oDMTByNXQ0NThjBGNvbG8DYmYxBHBvcwM1BHZ0aWQDBHNlYwNzcg--,Anonymous ISIS
346,http://www.nytimes.com/2015/06/05/us/breach-in-a-federal-computer-system-exposes-personnel-data.html?_r=0,
347,https://en.wikipedia.org/wiki/Ashley_Madison_data_breach,Ashley Madison Hack
348,http://www.wsj.com/articles/target-reaches-settlement-with-visa-over-2013-data-breach-1439912013,Target Hack
349,http://www.tripwire.com/state-of-security/latest-security-news/sony-hackers-used-phishing-emails-to-breach-company-networks/,Sony Hack
350,I can't find the article now,
351,https://www.washingtonpost.com/business/economy/target-says-70-million-customers-were-hit-by-dec-data-breach-more-than-first-reported/2014/01/10/0ada1026-79fe-11e3-8963-b4b654bcc9b2_story.html,Target Hack
352,http://anonhq.com/twitter-sends-hacking-alerts-number-users-hacked/,
353,https://en.wikipedia.org/wiki/Heartbleed,Heartbleed
354,When hackers hacked into the CIA or miltitary database computers and got pertinent information.,
355,http://www.cnn.com/2015/06/22/politics/opm-hack-18-milliion/index.html,
356,http://arstechnica.com/security/2015/08/ashley-madison-hack-is-not-only-real-its-worse-than-we-thought/,Ashley Madison Hack
357,http://www.usatoday.com/story/tech/2015/02/04/health-care-anthem-hacked/22900925/,Anthem HealthCare Hack
358,Hello Kitty website members,Hello Kitty Hack
359,https://en.wikipedia.org/wiki/Heartbleed,Heartbleed
360,http://www.inquisitr.com/2649526/bowman-avenue-dam-breached-by-iranian-cyber-hackers/,Bowman Avenue Dam Hack
361,http://www.wired.com/2015/12/hello-kitty-hack/,Hello Kitty Hack
363,https://www.patreon.com/posts/important-notice-3457485,
364,http://www.huffingtonpost.com/2014/09/18/home-depot-hack_n_5845378.html,Home Depot Hack
365,http://money.cnn.com/2015/12/23/technology/hyatt-malware/,
366,http://www.tripwire.com/state-of-security/latest-security-news/sony-hackers-used-phishing-emails-to-breach-company-networks/,Sony Hack
368,http://www.tripwire.com/state-of-security/latest-security-news/sony-hackers-used-phishing-emails-to-breach-company-networks/,Sony Hack
369,http://www.cnbc.com/2016/02/26/new-irs-cyberattack-total-is-more-than-twice-previously-disclosed-dj-citing-irs.html,IRS Identity Theft
370,http://www.bloomberg.com/bw/articles/2014-03-13/target-missed-alarms-in-epic-hack-of-credit-card-data,Target Hack
371,http://www.pcgamer.com/valve-apologizes-for-steams-troubled-christmas/,Steam DDoS Caching
372,http://www.dispatch.com/content/stories/business/2016/03/03/0303-wendys-data.html,Wendy's Credit Card Hack
373,http://www.bankinfosecurity.com/new-neiman-marcus-breach-authentication-must-change-a-8843/op-1,
374,https://www.washingtonpost.com/business/economy/target-says-70-million-customers-were-hit-by-dec-data-breach-more-than-first-reported/2014/01/10/0ada1026-79fe-11e3-8963-b4b654bcc9b2_story.html,Target Hack
375,https://en.wikipedia.org/wiki/2011_PlayStation_Network_outage,PSN outage
376,http://www.cnbc.com/2016/01/29/hsbc-cyber-attack-brings-internet-banking-down.html,
378,http://www.cnn.com/2015/12/18/politics/juniper-networks-us-government-security-hack/,
379,http://www.cio.com/article/2987830/online-security/ashley-madison-breach-shows-hackers-may-be-getting-personal.html,Ashley Madison Hack
380,http://www.reuters.com/article/us-jpmorgan-cybersecurity-idUSKCN0HR23T20141003,JPMorgan Hack
381,http://r.search.yahoo.com/_ylt=A86.JyFnKN5WHxEAu6VjmolQ;_ylu=X3oDMTByaDNhc2JxBHNlYwNzcgRwb3MDMQRjb2xvA2dxMQR2dGlkAw--/RV=2/RE=1457428712/RO=10/RU=https%3a%2f%2fhacked.com%2ftag%2fsocial-security%2f/RK=0/RS=b5ldHLInl89Jx6n2mZhKQakAUSo-,
383,http://www.cnet.com/news/data-breach-snags-data-from-15m-t-mobile-customers/,TMobile / Experian Breach
385,Target customer breach,Target Hack
386,Stealing of credit card data from Target,Target Hack
387,http://postalnews.com/blog/category/usps-data-breach/,
388,Ashley madison,Ashley Madison Hack
389,http://www.npr.org/sections/thetwo-way/2015/03/19/394039055/target-offers-10-million-settlement-in-data-breach-lawsuit,Target Hack
390,https://www.washingtonpost.com/business/economy/target-says-70-million-customers-were-hit-by-dec-data-breach-more-than-first-reported/2014/01/10/0ada1026-79fe-11e3-8963-b4b654bcc9b2_story.html,Target Hack
391,Target store's customer records were compromised.,Target Hack
392,http://fortune.com/2014/10/03/5-huge-cybersecurity-breaches-at-big-companies/,Generic Corporate Breaches
393,fortune.com/sony-hack-part-1/,Sony Hack
394,https://www.anthem.com/health-insurance/about-us/pressreleasedetails/WI/2015/1813/statement-regarding-cyber-attack-against-anthem,Anthem HealthCare Hack
395,https://en.wikipedia.org/wiki/Sony_Pictures_Entertainment_hack,Sony Hack
396,http://www.journalofaccountancy.com/news/2016/feb/irs-data-breach-exposes-social-security-numbers-201613868.html,IRS Identity Theft
397,http://www.usnews.com/news/articles/2016-02-09/doj-breach-overshadows-cybersecurity-budget-plan,
398,http://www.cnet.com/news/heartbleed-bug-what-you-need-to-know-faq/,Heartbleed
399,http://www.nytimes.com/2014/12/31/business/media/sony-attack-first-a-nuisance-swiftly-grew-into-a-firestorm-.html,Sony Hack
400,http://money.cnn.com/2016/09/22/technology/yahoo-data-breach/,Yahoo Hack
401,https://www.washingtonpost.com/news/capital-business/wp/2016/10/17/one-billion-reasons-why-the-yahoo-cyber-breach-matters/,Yahoo Hack
402,http://www.mondaq.com/unitedstates/x/535536/data+protection/US+Officially+Blames+Russia+For+DNC+Hack,DNC Email Leak
403,http://www.gamespot.com/articles/blizzard-games-affected-by-another-ddos-attack-rig/1100-6442915/,Blizzard DDoS
404,http://www.cnn.com/2016/10/16/politics/mike-pence-donald-trump-russia-hacking/,
405,http://money.cnn.com/2016/09/22/technology/yahoo-data-breach/,Yahoo Hack
406,http://money.cnn.com/2016/09/22/technology/yahoo-data-breach/,Yahoo Hack
407,http://www.nytimes.com/2016/08/11/us/politics/democratic-party-russia-hack-cyberattack.html?_r=0,DNC Email Leak
408,https://www.rockpapershotgun.com/2016/09/01/battlefield-1-beta-brought-down-by-ddos-attack/,
409,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=5&cad=rja&uact=8&ved=0ahUKEwiV05K2jePPAhUDGT4KHUlWCEAQFgg9MAQ&url=http%3A%2F%2Ffortune.com%2Fsony-hack-part-1%2F&usg=AFQjCNFEBkLFTW4LtApgSwalzFPb4YHw9Q&sig2=ls2_cyGpytWCpRCz_YyWHQ&bvm=bv.135974163,d.cWw",Sony Hack
410,"DNC issue, no link",DNC Email Leak
411,http://www.zdnet.com/article/blizzard-hit-with-ddos-disrupting-play-for-gamers/,Blizzard DDoS
412,http://money.cnn.com/2016/09/22/technology/yahoo-data-breach/,Yahoo Hack
413,http://money.cnn.com/2016/09/22/technology/yahoo-data-breach/index.html,Yahoo Hack
414,http://fortune.com/2015/08/26/ashley-madison-hack/,Ashley Madison Hack
415,http://www.politico.com/live-blog-updates/2016/10/john-podesta-hillary-clinton-emails-wikileaks-000011,Clinton Email Server
416,http://www.nytimes.com/interactive/2016/08/16/us/politics/cyberattack-on-democratic-politicians-dnc.html?_r=0,DNC Email Leak
417,Clinton e-mails wikileaks,Clinton Email Server
418,http://www.reuters.com/article/us-target-breach-idUSBRE9BH1GX20131219,Target Hack
419,http://money.cnn.com/2016/09/22/technology/yahoo-data-breach/,Yahoo Hack
420,It was the heartbleed bug,Heartbleed
421,DNC,DNC Email Leak
422,http://www.hipaajournal.com/new-jersey-spine-center-pays-ransom-to-unlock-ehrs-3612/,NJ Hospital Ransomware
423,https://www.anthemfacts.com/,Anthem HealthCare Hack
425,http://www.nbcnews.com/feature/nbc-out/hacked-emails-show-clinton-s-response-lgbtq-backlash-n667566,Clinton Email Server
426,http://hierl.com/2016/09/28/news-brief-500-million-user-accounts-hacked-in-yahoo-breach/,Yahoo Hack
427,http://money.cnn.com/2016/09/22/technology/yahoo-data-breach/,Yahoo Hack
428,http://www.telegraph.co.uk/technology/2016/09/25/yahoo-deserves-severe-scrutiny-over-its-epic-hack---but-it-is-no/,Yahoo Hack
429,http://www.bbc.com/news/world-europe-36933239,
430,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&cad=rja&uact=8&ved=0ahUKEwir3N7fjePPAhUFoD4KHdPxDJ4QFggjMAE&url=http%3A%2F%2Fmoney.cnn.com%2F2016%2F09%2F22%2Ftechnology%2Fyahoo-data-breach%2F&usg=AFQjCNFUUpQRgR_V5srcmk_MBvEG_8x1oA&sig2=XDtiA_eSEhoOcxVetXQkHw,Yahoo Hack
431,http://www.reuters.com/article/us-usa-cyber-democrats-investigation-exc-idUSKCN1092HK,
432,http://www.nytimes.com/2016/07/07/us/hillary-clintons-email-was-probably-hacked-experts-say.html?_r=0,Clinton Email Server
433,http://www.jpost.com/Breaking-News/Canada-government-websites-taken-down-in-cyber-attack-406370,
434,http://www.infosecurity-magazine.com/news/adp-w2-breach-a-perfect-example-of/,
435,http://www.nytimes.com/2016/09/14/us/politics/dnc-hack.html?_r=0,DNC Email Leak
436,https://www.washingtonpost.com/world/national-security/russian-government-hackers-penetrated-dnc-stole-opposition-research-on-trump/2016/06/14/cf006cb4-316e-11e6-8ff7-7b6c1998b7a0_story.html,DNC Email Leak
437,https://www.identityforce.com/blog/2016-data-breaches,Generic Corporate Breaches
438,http://www.usatoday.com/story/tech/2016/09/22/report-yahoo-may-confirm-massive-data-breach/90824934/,Yahoo Hack
439,http://www.nytimes.com/2016/09/01/us/politics/dnc-hack-russia.html?_r=0,DNC Email Leak
440,http://www.reuters.com/article/us-target-breach-idUSBRE9BH1GX20131219,Target Hack
441,the emails from hillary clinton,Clinton Email Server
442,http://www.nytimes.com/2016/08/11/us/politics/democratic-party-russia-hack-cyberattack.html?_r=0,DNC Email Leak
443,http://money.cnn.com/2016/09/22/technology/yahoo-data-breach/,Yahoo Hack
444,http://money.cnn.com/2016/09/22/technology/yahoo-data-breach/,Yahoo Hack
445,http://money.cnn.com/2016/09/22/technology/yahoo-data-breach/,Yahoo Hack
446,https://en.wikipedia.org/wiki/Yahoo!_data_breach,Yahoo Hack
447,https://www.identityforce.com/blog/2016-data-breaches,Generic Corporate Breaches
448,http://money.cnn.com/2016/09/22/technology/yahoo-data-breach/,Yahoo Hack
449,http://www.huffingtonpost.com/eric-dezenhall/a-look-back-at-the-target_b_7000816.html,Target Hack
450,http://money.cnn.com/2016/09/22/technology/yahoo-data-breach/,Yahoo Hack
451,http://www.huffingtonpost.com/adam-levin/what-the-recent-yahoo-hac_b_12494524.html,Yahoo Hack
452,Yahoo Mail,Yahoo Hack
453,"I don't remember specifically what it was, I just remember hearing about it a month or two ago",
454,http://www.t-mobile.com/landing/experian-data-breach.html,TMobile / Experian Breach
455,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwjm5MH7xL7MAhUIRiYKHVjqC6MQFggoMAA&url=http%3A%2F%2Fwww.cbsnews.com%2Fnews%2Firs-identity-theft-online-hackers-social-security-number-get-transcript%2F&usg=AFQjCNGQD5mU08PhHZ52GGrIKAbRegudug&bvm=bv.121070826,d.eWE",IRS Identity Theft
456,http://www.forbes.com/sites/jasonbloomberg/2016/04/21/cybersecurity-lessons-learned-from-panama-papers-breach/#60a351974f7a,Panama Papers Hack
457,http://krebsonsecurity.com/2015/09/inside-target-corp-days-after-2013-breach/,Target Hack
458,https://www.wired.com/2015/08/happened-hackers-posted-stolen-ashley-madison-data/,Ashley Madison Hack
459,https://en.wikipedia.org/wiki/Panama_Papers,Panama Papers Hack
460,https://panamapapers.icij.org/,Panama Papers Hack
461,http://www.huffingtonpost.com/2013/07/22/apple-hack_n_3634843.html,Apple Developer Site Hack
462,http://www.nytimes.com/2015/12/31/us/politics/voting-records-released-privacy-concerns.html?_r=0,
463,http://money.cnn.com/2015/12/02/news/companies/target-data-breach-settlement/,Target Hack
464,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=newssearch&cd=1&cad=rja&uact=8&ved=0ahUKEwiShZuLxr7MAhXK5SYKHZG9BT4QqQIIHCgAMAA&url=http%3A%2F%2Fwww.forbes.com%2Fsites%2Fjasonbloomberg%2F2016%2F04%2F21%2Fcybersecurity-lessons-learned-from-panama-papers-breach%2F&usg=AFQjCNEbjMaPgi9A86m9I4bhUFwo-RYilw&bvm=bv.121070826,d.cWw",Panama Papers Hack
465,https://en.wikipedia.org/wiki/Ashley_Madison_data_breach,Ashley Madison Hack
466,http://www.journalofaccountancy.com/news/2016/feb/irs-data-breach-exposes-social-security-numbers-201613868.html,IRS Identity Theft
467,http://www.computerworld.com/article/3052218/security/the-massive-panama-papers-data-leak-explained.html,Panama Papers Hack
469,I'd consider the Panama Papers a cybersecurity breach? Otherwise the slew of female celebrity pictures being leaked a while back.,Panama Papers Hack
471,http://www.wsj.com/articles/target-reaches-settlement-with-visa-over-2013-data-breach-1439912013,Target Hack
472,The Sony Hack,Sony Hack
473,http://www.politico.com/story/2015/07/federal-government-cyber-attack-breach-21-million-people-affect-119918,
474,http://www.reuters.com/article/us-target-breach-idUSBRE9BH1GX20131219,Target Hack
475,Target,Target Hack
476,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&cad=rja&uact=8&ved=0ahUKEwjq6Pmvzb7MAhVQ5GMKHa8bCM4QFggxMAE&url=http%3A%2F%2Fwww.tripwire.com%2Fstate-of-security%2Flatest-security-news%2Fsony-hackers-used-phishing-emails-to-breach-company-networks%2F&usg=AFQjCNHgrM8jmWmHIUrvd50sFsPjzwyjew&sig2=WNGWOxbMTzne2aZilSpPmw,Sony Hack
477,http://www.forbes.com/sites/josephsteinberg/2014/12/11/massive-security-breach-at-sony-heres-what-you-need-to-know/#e733bd6e9a51,Sony Hack
478,Target around Christmas a couple years ago,Target Hack
479,https://en.wikipedia.org/wiki/Sony_Pictures_Entertainment_hack,Sony Hack
480,http://news.softpedia.com/news/linux-mint-website-hack-a-timeline-of-events-500719.shtml,
481,http://www.usatoday.com/story/money/2016/02/26/cyber-hack-gained-access-more-than-700000-irs-accounts/80992822/,IRS Identity Theft
482,http://fortune.com/2015/08/26/ashley-madison-hack/,Ashley Madison Hack
483,https://www.washingtonpost.com/business/economy/target-says-70-million-customers-were-hit-by-dec-data-breach-more-than-first-reported/2014/01/10/0ada1026-79fe-11e3-8963-b4b654bcc9b2_story.html,Target Hack
484,http://money.cnn.com/2015/12/02/news/companies/target-data-breach-settlement/,Target Hack
485,http://fortune.com/2015/08/26/ashley-madison-hack/,Ashley Madison Hack
486,http://www.wsj.com/articles/SB10001424052702304773104579266743230242538,
487,"http://fortune.com/2015/08/26/ashley-madison-hack/099550,d.eWE",Ashley Madison Hack
488,http://money.cnn.com/2013/12/22/news/companies/target-credit-card-hack/,Target Hack
489,http://www.forbes.com/sites/greatspeculations/2015/03/30/home-depot-will-the-impact-of-the-data-breach-be-significant/#6cc57aad69ab,Home Depot Hack
490,http://blog.trendmicro.com/what-are-the-cyber-security-implications-of-hillary-clintons-private-email-system/,Clinton Email Server
491,http://arstechnica.com/security/2016/01/time-warner-and-linode-report-possible-password-breaches/,
492,http://www.healthcaredive.com/news/what-6-security-experts-have-to-say-about-the-anthem-breach/361890/,Anthem HealthCare Hack
493,http://www.itbusinessedge.com/blogs/data-security/verizon-breach-shows-how-no-one-is-immune-from-an-attack.html,Verizon Hack
494,http://www.wthr.com/story/31326294/credit-card-skimmer-found-at-indianapolis-gas-station,
495,http://www.wsj.com/video/iran-hacker-used-google-search-technique/830FFF55-331B-4221-B7E1-3690D1A6E79A.html,
496,https://en.wikipedia.org/wiki/Ashley_Madison_data_breach,Ashley Madison Hack
498,http://www.tripwire.com/state-of-security/security-data-protection/cyber-security/the-ashley-madison-hack-a-timeline/,Ashley Madison Hack
499,http://www.databreachtoday.com/medstar-shuts-systems-after-cyberattack-a-8999,Medstar Ransomware
501,https://wrwiii12.wordpress.com/2016/03/,
502,http://www.huffingtonpost.com/eric-dezenhall/a-look-back-at-the-target_b_7000816.html,Target Hack
503,http://fortune.com/2016/03/29/hackers-medstar-cyber-attack/,Medstar Ransomware
504,http://www.nytimes.com/2014/01/11/business/target-breach-affected-70-million-customers.html?_r=0,Target Hack
506,http://money.cnn.com/2013/12/18/news/companies/target-credit-card/,Target Hack
508,https://threatpost.com/1-1-million-affected-by-carefirst-bluecross-blueshield-breach/112951/,
509,http://www.wsj.com/articles/SB10001424052702304773104579266743230242538,
510,http://www.surveygizmo.com/s3/2673351/cybersec-survey,
511,https://securityintelligence.com/target-breach-protect-against-similar-attacks-retailers/,Target Hack
512,http://www.npr.org/sections/thetwo-way/2015/03/19/394039055/target-offers-10-million-settlement-in-data-breach-lawsuit,Target Hack
513,http://money.cnn.com/2013/12/22/news/companies/target-credit-card-hack/,Target Hack
514,http://www.reuters.com/article/us-verizon-cyber-idUSKCN0WQ2KK,Verizon Hack
515,http://www.ft.com/cms/s/2/f3cbda3e-a027-11e5-8613-08e211ea5317.html,
516,http://www.cnbc.com/2015/10/19/china-hacking-us-companies-for-secrets-despite-cyber-pact-.html,
517,n/a,
518,http://www.npr.org/sections/thetwo-way/2015/03/19/394039055/target-offers-10-million-settlement-in-data-breach-lawsuit,Target Hack
519,https://www.washingtonpost.com/business/economy/target-says-70-million-customers-were-hit-by-dec-data-breach-more-than-first-reported/2014/01/10/0ada1026-79fe-11e3-8963-b4b654bcc9b2_story.html,Target Hack
520,http://www.journalofaccountancy.com/news/2016/feb/irs-data-breach-exposes-social-security-numbers-201613868.html,IRS Identity Theft
521,http://money.cnn.com/2015/12/02/news/companies/target-data-breach-settlement/,Target Hack
522,http://www.usnews.com/news/articles/2016-02-16/why-the-irs-was-hacked-again-and-what-the-feds-can-do-about-it,IRS Identity Theft
523,http://www.huffingtonpost.com/2014/09/18/home-depot-hack_n_5845378.html,Home Depot Hack
524,http://nypost.com/tag/ashley-madison/,Ashley Madison Hack
525,http://fortune.com/2016/03/24/adele-hack-cybersecurity/,
526,http://www.foxnews.com/politics/2015/07/09/hackers-stole-social-security-numbers-from-215-million-govt-admits.html,
527,http://fortune.com/2015/08/26/ashley-madison-hack/,Ashley Madison Hack
528,fortune.com/2015/08/26/ashley-madison-hack,Ashley Madison Hack
529,https://motherboard.vice.com/read/ashley-madison-hackers-speak-out-nobody-was-watching,Ashley Madison Hack
530,http://www.forbes.com/sites/josephsteinberg/2014/12/11/massive-security-breach-at-sony-heres-what-you-need-to-know/#5f075533e9a5,Sony Hack
531,http://www.usatoday.com/story/money/2016/02/26/cyber-hack-gained-access-more-than-700000-irs-accounts/80992822/,IRS Identity Theft
532,http://www.nytimes.com/2016/04/05/world/panama-papers-explainer.html?_r=0,Panama Papers Hack
533,http://krebsonsecurity.com/2014/05/the-target-breach-by-the-numbers/,Target Hack
534,http://www.usatoday.com/story/tech/2014/10/02/jp-morgan-security-breach/16590689/,JPMorgan Hack
535,http://www.newsmax.com/Newsfront/Cyber-Breaches-Department-of-Justice-IRS-Concern/2016/02/12/id/714004/,IRS Identity Theft
536,http://blogs.wsj.com/cio/2014/05/05/target-breach-fallout-shows-ceos-cios-share-cybersecurity-stakes/,Target Hack
537,http://time.com/money/4272778/verizon-data-breach/,Verizon Hack
538,https://www.washingtonpost.com/business/economy/target-says-70-million-customers-were-hit-by-dec-data-breach-more-than-first-reported/2014/01/10/0ada1026-79fe-11e3-8963-b4b654bcc9b2_story.html,Target Hack
539,https://www.venafi.com/blog/post/deciphering-how-edward-snowden-breached-the-nsa/,Snowden
540,http://mashable.com/2014/06/05/edward-snowden-revelations/#kxhDh7qU5iq0,Snowden
541,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&cad=rja&uact=8&ved=0ahUKEwiw3ciZg5fMAhVJ3GMKHbbBC8IQFggkMAE&url=http%3A%2F%2Fmoney.cnn.com%2F2015%2F03%2F19%2Ftechnology%2Fsecurity%2Ftarget-data-hack-settlement%2F&usg=AFQjCNE8dwZLYPNNXFsYsf8H4xBTIOh6hQ&sig2=laT5q8a__tO7Iy9pB8zFaQ,Target Hack
542,http://www.cbsnews.com/news/target-customers-hit-in-major-credit-card-security-breach/,Target Hack
543,http://www.cbronline.com/news/cybersecurity/data/national-childbirth-trust-hit-by-major-data-breach-when-will-companies-learn-that-no-data-is-safe-from-hackers-4859930,
544,http://www.csoonline.com/article/3048825/security/ransomware-attack-hits-medstar-health-network-offline.html There was a leak locally here in Baltimore regarding MedStar,Medstar Ransomware
545,https://en.wikipedia.org/wiki/Office_of_Personnel_Management_data_breach,
546,https://www.washingtonpost.com/business/economy/target-says-70-million-customers-were-hit-by-dec-data-breach-more-than-first-reported/2014/01/10/0ada1026-79fe-11e3-8963-b4b654bcc9b2_story.html,Target Hack
547,http://www.housingwire.com/articles/35249-experian-hacked-15-million-peoples-credit-data-stolen-in-breach,Tmobile / Experian Breach
548,http://www.forbes.com/sites/maggiemcgrath/2014/01/10/target-data-breach-spilled-info-on-as-many-as-70-million-customers/#5ee72bce6bd1,Target Hack
549,http://www.cnbc.com/2016/03/24/15-million-verizon-enterprise-customers-hacked-report.html,Verizon Hack
550,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&cad=rja&uact=8&ved=0ahUKEwiM0Lywg5fMAhXL1x4KHax6BcEQFggnMAE&url=http%3A%2F%2Fwww.bidnessetc.com%2F29743-could-a-data-breach-mark-the-end-of-jc-penneys-turnaround-story%2F&usg=AFQjCNH8vsDU9wBLYJYeIxiCAi9tYRfntg&sig2=QK2wNFV2IgYhYK95Loa4wg&bvm=bv.119745492,d.dmo",JC Penney Data Breach
551,http://www.usatoday.com/story/money/2016/02/26/cyber-hack-gained-access-more-than-700000-irs-accounts/80992822/,IRS Identity Theft
552,http://www.pcworld.com/article/2936621/the-lastpass-security-breach-what-you-need-to-know-do-and-watch-out-for.html,Lastpass Hack
554,http://krebsonsecurity.com/2015/09/inside-target-corp-days-after-2013-breach/,Target Hack
